benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,parallel_overhead_core_seconds,parallel_overhead_ratio,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,first_use_parallel_overhead_ratio,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
prime_count,large,serial,serial,1,1,0.41000705599799403,0.0,0.41000705599799403,0.010013550003350247,97.68325546063758,0.0,0.0,1.0,1.0,0.41000705599799403,1.0,0.0,True,0,0.0,0,0.0,0.0
prime_count,large,naive,naive,4,32,0.12294568300058017,0.0,0.12294568300058017,0.012590866997925332,406.13288099899603,0.08177567600432667,0.1994494358280672,3.3348633802462118,3.3348633802462118,3.2004838430002565,0.12810783497461362,30.22369526260948,True,864,2.1551000827457756e-05,576,1.1683998309308663e-05,0.00027785443256437664
prime_count,large,optimized,optimized,4,8,0.11520448699957342,0.0,0.11520448699957342,0.0014861479976389091,392.218896451666,0.050810892000299646,0.12392687212814268,3.5589504078909027,3.5589504078909027,3.1927426469992497,0.12841844812745734,30.148172698909555,True,512,1.1244999768678099e-05,224,6.970996764721349e-06,0.00016119164677352098
mandelbrot,large,serial,serial,1,1,0.13321396699757315,0.0,0.13321396699757315,0.0009453510028833989,61.02982800458555,0.0,0.0,1.0,1.0,0.13321396699757315,1.0,0.0,True,0,0.0,0,0.0,0.0
mandelbrot,large,naive,naive,4,96,0.0654576429988083,0.0,0.0654576429988083,0.003350276998389745,437.8704472109689,0.12861660499766003,0.9654888890141912,2.035117075633145,2.035117075633145,3.1429958029984846,0.04238439226373901,93.37436250376787,True,2016,2.7899000997422263e-05,165792,0.0003667459968710318,0.006029013263976506
mandelbrot,large,optimized,optimized,4,16,0.04603764100102126,0.0,0.04603764100102126,0.0008540650014765561,389.4772658807736,0.050936597006511874,0.3823667904690491,2.893588031467947,2.893588031467947,3.1235758010006975,0.04264790595281712,92.79124040522272,True,832,1.6231999325100332e-05,157408,0.00020794800002477132,0.0048854371488534784
tiny_tasks,large,serial,serial,1,1,0.1095132439986628,0.0,0.1095132439986628,0.0016367600037483498,98.45078361766267,0.0,0.0,1.0,1.0,0.1095132439986628,1.0,0.0,True,0,0.0,0,0.0,0.0
tiny_tasks,large,naive,naive,4,2000,0.40220015899831196,0.0,0.40220015899831196,0.03514950300086639,446.6498720619853,1.499287391994585,13.69046644269703,0.27228543188895765,0.27228543188895765,3.4797383189979882,0.03147168952353802,126.09835603227961,True,35744,0.00040670000089448877,40000,0.0003908809994754847,0.0020044696219260996
tiny_tasks,large,optimized,optimized,4,8,0.033973833997151814,0.0,0.033973833997151814,0.001113203998102108,377.33342680846886,0.026382091989944456,0.24090320975485477,3.2234585006756613,3.2234585006756613,3.111511993996828,0.035196150363537515,112.64879279933743,True,5872,1.5838002582313493e-05,10128,2.0278999727452174e-05,0.001081126190875009
word_count,large,serial,serial,1,1,0.023144180999224773,0.0,0.023144180999224773,0.001443599998310674,103.57938594382499,0.0,0.0,1.0,1.0,0.023144180999224773,1.0,0.0,True,0,0.0,0,0.0,0.0
word_count,large,naive,naive,4,32,0.019980492998001864,0.0,0.019980492998001864,0.0019492100000206847,404.52480746341547,0.056777790992782684,2.4532210059489463,1.158338835860521,1.158338835860521,3.097518652997678,0.007471845561551852,534.342970762531,True,2753213,0.00023678700017626397,5280,3.851099972962402e-05,0.013568083642869273
word_count,large,optimized,optimized,4,4,0.015482537000934826,0.0,0.015482537000934826,0.0014669230004074052,360.34751886555506,0.03878596700451453,1.675840981619254,1.4948571411666796,1.4948571411666796,3.093020697000611,0.007482711325426414,533.5655907382013,True,2753049,0.0004365919994597789,4864,3.632899824879132e-05,0.0306223068440035
monte_carlo_pi,large,serial,serial,1,1,0.142825533002906,0.0,0.142825533002906,0.0007647750026080757,92.65775975757757,0.0,0.0,1.0,1.0,0.142825533002906,1.0,0.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.04655639499833342,0.0,0.04655639499833342,0.0024189980031223968,402.6215795928557,0.043400046990427654,0.30386756539914056,3.0677962288106446,3.0677962288106446,3.1240945549980097,0.04571741683503462,86.49400724965459,True,317,1.8090999219566584e-05,432,1.0720003047026694e-05,0.0006244469345878766
monte_carlo_pi,large,optimized,optimized,4,4,0.042340996998973424,0.0,0.042340996998973424,0.0007309759967029095,391.8451778061224,0.02653845499298768,0.1858102990061848,3.3732208291261747,3.3732208291261747,3.1198791569986497,0.04577918753119444,86.37594998326163,True,141,1.1696000001393259e-05,256,9.637999028200284e-06,0.0005112303568702212
pairwise_distance,large,serial,serial,1,1,0.02869600099802483,0.0,0.02869600099802483,0.0009234869976353366,95.57175702955723,0.0,0.0,1.0,1.0,0.02869600099802483,1.0,0.0,True,0,0.0,0,0.0,0.0
