benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
word_count,large,naive,naive,4,32,0.018868920000386424,0.0,0.018868920000386424,0.0016614199957984965,385.7612880770122,1.213828772399368,1.213828772399368,3.3544811499996285,0.006827773648563645,True,2751931,0.00018260400247527286,5280,3.713200203492306e-05,0.011803696416381298
word_count,large,optimized,optimized,4,4,0.015591122002660995,0.0,0.015591122002660995,0.0002429449996270705,364.40663637833364,1.4690179447420069,1.4690179447420069,3.351203352001903,0.006834451865443804,True,2751767,0.0004916369980492163,2456,2.5318000552942976e-05,0.03332037286399543
monte_carlo_pi,large,serial,serial,1,1,0.1446569530016859,0.0,0.1446569530016859,0.0022979090026638005,103.67000131466628,1.0,1.0,0.1446569530016859,1.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.046768238000368,0.0,0.046768238000368,0.0010239850016660057,393.0727442132551,3.0930597171641927,3.0930597171641927,3.38238046799961,0.0427677945666586,True,320,1.1380998330423608e-05,432,1.1174000974278897e-05,0.00048774555575942913
monte_carlo_pi,large,optimized,optimized,4,4,0.04293200899701333,0.0,0.04293200899701333,0.0016074579980340786,387.1721907927499,3.3694429024215786,3.3694429024215786,3.3785442389962554,0.04281635603050815,True,144,1.0420000762678683e-05,256,8.651997632114217e-06,0.00045047975786316377
pairwise_distance,large,serial,serial,1,1,0.029833956999937072,0.0,0.029833956999937072,0.00027089200011687353,97.13833580506636,1.0,1.0,0.029833956999937072,1.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.04657925500214333,0.0,0.04657925500214333,0.0018464929999026936,430.4524998079226,0.6404988014205953,0.6404988014205953,3.3821914850013854,0.008820895307743007,True,3476144,0.00033574699773453176,104432,0.00010544399992795661,0.009437827981658372
pairwise_distance,large,optimized,optimized,4,4,0.029771794001135277,0.0,0.029771794001135277,0.0032516130013391376,386.26716009029013,1.002087982968021,1.002087982968021,3.3653840240003774,0.008864948780636907,True,3327132,0.00045663800119655207,103176,9.452000085730106e-05,0.017875946706419277
load_imbalance,large,serial,serial,1,1,0.19255662500290782,0.0,0.19255662500290782,0.008345489000930684,91.33979064712047,1.0,1.0,0.19255662500290782,1.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.06718466900201747,0.0,0.06718466900201747,0.0004397550001158379,410.76904184659224,2.866079834331335,2.866079834331335,3.4027968990012596,0.056587751405152716,True,1440,2.755000241450034e-05,1344,2.595200203359127e-05,0.0008017751672217177
load_imbalance,large,optimized,optimized,4,32,0.06231125699923723,0.0,0.06231125699923723,0.0018711409975367133,398.224524687878,3.0902381732608117,3.0902381732608117,3.3979234869984793,0.05666891139241064,True,992,2.0240997400833294e-05,896,1.662700015003793e-05,0.0006272542379667513
large_payload,large,serial,serial,1,1,0.011745975996745983,0.0,0.011745975996745983,0.0005980800015095156,98.91073305807568,1.0,1.0,0.011745975996745983,1.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.027963783002633136,0.0,0.027963783002633136,0.0033963219975703396,639.2207728954752,0.4200424526123649,0.4200424526123649,3.3635760130018753,0.003492109573662676,True,4194688,0.00029872699815314263,640,1.693699960014783e-05,0.01125062366796712
large_payload,large,optimized,optimized,4,4,0.010588217999611516,0.0,0.010588217999611516,0.0002983490012411494,345.833842146295,1.1093439894396722,1.1093439894396722,3.3462004479988536,0.0035102427900786676,True,4194524,0.0005592620000243187,224,7.5930001912638545e-06,0.05354829282834846
