benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,parallel_overhead_core_seconds,parallel_overhead_ratio,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,first_use_parallel_overhead_ratio,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
prime_count,large,serial,serial,1,1,0.4071038990005036,0.0,0.4071038990005036,0.005793914999230765,93.17607141224273,0.0,0.0,1.0,1.0,0.4071038990005036,1.0,0.0,True,0,0.0,0,0.0,0.0
prime_count,large,naive,naive,4,32,0.1207651340009761,0.0,0.1207651340009761,0.0019161669988534413,398.377733239335,0.07595663700340083,0.1865780140889952,3.371038357786388,3.371038357786388,2.983881840002141,0.13643432308305195,28.318135712558725,True,864,1.59679984790273e-05,576,1.2075000995537266e-05,0.0002357302818255089
prime_count,large,optimized,optimized,4,8,0.11507148400050937,0.0,0.11507148400050937,0.001669402998231817,384.00859367233124,0.0531820370015339,0.13063504705335213,3.5378347862334123,3.5378347862334123,2.9781881900016742,0.13669515592306297,28.26219274552308,True,512,1.2176999007351696e-05,224,7.2309994720853865e-06,0.00016558400928913948
mandelbrot,large,serial,serial,1,1,0.13206895099938265,0.0,0.13206895099938265,0.002173907996620983,62.71363173811601,0.0,0.0,1.0,1.0,0.13206895099938265,1.0,0.0,True,0,0.0,0,0.0,0.0
mandelbrot,large,naive,naive,4,96,0.06442387199786026,0.0,0.06442387199786026,0.0001598349990672432,403.7794396106813,0.1256265369920584,0.9512193141645051,2.050000208055938,2.050000208055938,2.927540577999025,0.045112594507452336,87.667035085717,True,2016,2.7322999812895432e-05,165792,0.00034419399889884517,0.00578176982216916
mandelbrot,large,optimized,optimized,4,16,0.046486919000017224,0.0,0.046486919000017224,0.002734033998422092,406.13300792711993,0.053878725000686245,0.40795905921095793,2.8409916991774335,2.8409916991774335,2.909603625001182,0.04539070197210419,87.12377483076345,True,832,1.5744997654110193e-05,157408,0.0002051619994745124,0.00475499355456551
tiny_tasks,large,serial,serial,1,1,0.11405258499871707,0.0,0.11405258499871707,0.009584749001078308,90.61554121592906,0.0,0.0,1.0,1.0,0.11405258499871707,1.0,0.0,True,0,0.0,0,0.0,0.0
tiny_tasks,large,naive,naive,4,2000,0.47404133300005924,0.0,0.47404133300005924,0.08154046200070297,458.1020238178468,1.78211274700152,15.625360416176154,0.2405962878319364,0.2405962878319364,3.337158039001224,0.034176560913744373,116.03927759423472,True,35744,0.0004099669968127273,40000,0.00043193500096094795,0.0018438560937196428
tiny_tasks,large,optimized,optimized,4,16,0.03897719900123775,0.0,0.03897719900123775,0.005409962002886459,383.53121432547175,0.041856211006233934,0.36699046327362733,2.926135995434029,2.926135995434029,2.9020939050024026,0.0393001014895218,100.78090764133219,True,6000,2.126700201188214e-05,10256,2.4773999030003324e-05,0.0011845130196956443
word_count,large,serial,serial,1,1,0.024818797999614617,0.0,0.024818797999614617,0.0009608920008759014,118.61758022695835,0.0,0.0,1.0,1.0,0.024818797999614617,1.0,0.0,True,0,0.0,0,0.0,0.0
word_count,large,naive,naive,4,32,0.019043354997847928,0.0,0.019043354997847928,0.00015447900295839645,414.53689089751936,0.051354621991777094,2.0691824798515435,1.3032786503438794,1.3032786503438794,2.882160060999013,0.008611179627203612,463.5124330426907,True,2753213,0.00018353399718762375,5280,4.651299968827516e-05,0.011833419141489788
word_count,large,optimized,optimized,4,4,0.016003261000150815,0.0,0.016003261000150815,0.0006740799981344026,359.3577731466482,0.03919424600098864,1.5792161248742684,1.5508587905540454,1.5508587905540454,2.8791199670013157,0.008620272265161667,463.02246668771346,True,2753049,0.0004864349975832738,4864,3.982099951826967e-05,0.03289035881658848
monte_carlo_pi,large,serial,serial,1,1,0.14303706700229668,0.0,0.14303706700229668,0.005953264997515362,97.28861281384465,0.0,0.0,1.0,1.0,0.14303706700229668,1.0,0.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.048268116002873285,0.0,0.048268116002873285,0.005634478999127168,322.01078954735067,0.05003539700919646,0.3498072077246457,2.9633861614524593,2.9633861614524593,2.911384822004038,0.04913025097927033,80.41623379224608,True,317,1.4604996977141127e-05,432,1.2103999324608594e-05,0.0005533465673315238
monte_carlo_pi,large,optimized,optimized,4,4,0.04337259999738308,0.0,0.04337259999738308,0.0022836179996374995,387.4472977213689,0.030453332987235626,0.21290518342875872,3.29786701767768,3.29786701767768,2.906489305998548,0.049213003022956295,80.27933176795018,True,141,1.119399894378148e-05,256,8.709001122042537e-06,0.00045888418188037795
pairwise_distance,large,serial,serial,1,1,0.030172807000781177,0.0,0.030172807000781177,0.0006999379984335974,105.14468020076916,0.0,0.0,1.0,1.0,0.030172807000781177,1.0,0.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.036025638000865,0.0,0.036025638000865,0.000454049000836676,469.4511526183768,0.11392974500267883,3.7759080552143915,0.8375370618018397,0.8375370618018397,2.89914234400203,0.010407494155368058,383.33843346785346,True,3476144,0.0003188199989381246,104432,9.610899724066257e-05,0.011643596720283405
pairwise_distance,large,optimized,optimized,4,4,0.026737514999695122,0.0,0.026737514999695122,0.0009906380000757053,400.18715767741924,0.07677725299799931,2.5445843668443424,1.128482097200328,1.128482097200328,2.88985422100086,0.010440944315291882,382.10710977948344,True,3327132,0.00046728100278414786,103176,9.191600111080334e-05,0.02093156394443495
load_imbalance,large,serial,serial,1,1,0.1992378169998119,0.0,0.1992378169998119,0.011271624003711622,89.47634223045252,0.0,0.0,1.0,1.0,0.1992378169998119,1.0,0.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.07579172999976436,0.0,0.07579172999976436,0.0021308039977157023,419.645882599414,0.10392910299924552,0.5216334156047475,2.6287540474459594,2.6287540474459594,2.938908436000929,0.06779313521959243,58.00302423015815,True,1440,2.6260997401550412e-05,1344,2.367600245634094e-05,0.0007174001973341543
load_imbalance,large,optimized,optimized,4,32,0.07028511099997559,0.0,0.07028511099997559,0.003918679001799319,415.6586031669652,0.08190262700009043,0.4110797248906203,2.834708719459533,2.834708719459533,2.9334018170011404,0.06792039735064173,57.89247053944402,True,992,2.0765000954270363e-05,896,1.8181999621447176e-05,0.0005477973758918677
large_payload,large,serial,serial,1,1,0.011604111001361161,0.0,0.011604111001361161,0.00032750000173109584,116.49904182662083,0.0,0.0,1.0,1.0,0.011604111001361161,1.0,0.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.02703381099854596,0.0,0.02703381099854596,0.0013581639977928717,626.1737074168694,0.09653113299282268,8.318701275909854,0.4292443637334485,0.4292443637334485,2.890150516999711,0.004015054210189539,995.2505586720763,True,4194688,0.00023391800277750008,640,1.4003999240230769e-05,0.009154795310045018
large_payload,large,optimized,optimized,4,4,0.010470952001924161,0.0,0.010470952001924161,0.00023968200184754096,370.4710804343735,0.030279697006335482,2.6093939469196457,1.1082192907797466,1.1082192907797466,2.873587658003089,0.004038196283674562,989.5412513430861,True,4194524,0.0005363920026866253,224,7.5640018621925265e-06,0.051904544835431464
