run_id,status,effective,tests_pass,project_test_summary,backend_semantics_pass,boundary_invariants_pass,patch_nonempty,paired_performance_valid,baseline_seconds,candidate_seconds,speedup,turns,edit_rounds,prompt_tokens,completion_tokens,outcome_sha256,delta_sha256,patch_sha256
formal-01,completed,True,True,"350 passed, 4 skipped",True,True,True,True,53.43532659500124,1.0957576510008948,48.76564315676186,5,1,90907,724,59953a1b5814c3566c6782dfba01392068e7d9083fe4309733a11fd297567806,0770308c98efafd8d6aad5617d08c998a8f9c98f9c2931bec5c2b2d7b66c738f,e73937d826bf6f391d9f1292c0f79c10cbf1f1ebd89a91a144f3a1973ae34db1
formal-02,completed,True,True,"350 passed, 4 skipped",True,True,True,True,61.492700195,1.2894595290017605,47.688739981319756,6,1,75178,1442,9d5ac3740a4ceca408ad0b29506aedeb85b5a16858aa032353e83b58eff5d6ad,115987fdd68eb2fe6c015ab993f07942bc74b03267f2b5cc51bfe8857db7b7e2,e73937d826bf6f391d9f1292c0f79c10cbf1f1ebd89a91a144f3a1973ae34db1
