benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
word_count,large,naive,naive,4,32,0.01948103199902107,0.0,0.01948103199902107,0.0013636959993164055,359.10804652793047,1.2496947801766551,1.2496947801766551,3.0773384460007946,0.007911168832687028,True,2753294,0.00018746899877442047,5280,4.219900074531324e-05,0.011890489265628938
word_count,large,optimized,optimized,4,4,0.017004081997583853,0.0,0.017004081997583853,0.0014224110054783523,378.9046283073275,1.4317352742177027,1.4317352742177027,3.0748614959993574,0.007917541662707825,True,2753130,0.00020181799845886417,2456,2.9513998015318066e-05,0.013682714415477927
monte_carlo_pi,large,serial,serial,1,1,0.15903251399868168,0.0,0.15903251399868168,0.010533692002354655,94.7437737144816,1.0,1.0,0.15903251399868168,1.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.04944349200013676,0.0,0.04944349200013676,0.001962435999303125,329.53095019145536,3.21644988178104,3.21644988178104,3.1073009060019103,0.05118027471736074,True,320,1.4522000128636137e-05,432,1.4872002793708816e-05,0.0005944969041074941
monte_carlo_pi,large,optimized,optimized,4,4,0.04613140699802898,0.0,0.04613140699802898,0.00014841499796602875,395.9260240834013,3.4473805233271237,3.4473805233271237,3.1039888209998026,0.05123488619635457,True,144,1.0856001608772203e-05,256,1.1493000783957541e-05,0.0004960828609296826
pairwise_distance,large,serial,serial,1,1,0.03376983999987715,0.0,0.03376983999987715,0.0010932819968729746,98.63408979334636,1.0,1.0,0.03376983999987715,1.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.047384825000335695,0.0,0.047384825000335695,0.004402165002829861,429.6081878201547,0.7126720421493149,0.7126720421493149,3.1052422390021093,0.010875106481460627,True,3476144,0.0003790400005527772,104432,0.00012759500168613158,0.011034439837478793
pairwise_distance,large,optimized,optimized,4,4,0.03371898399927886,0.0,0.03371898399927886,0.0013530940013879444,385.35101146830175,1.0015082305148748,1.0015082305148748,3.0915763980010524,0.010923178227687342,True,3327132,0.0004920559986203443,103176,0.00010077399929286912,0.01730470288679876
load_imbalance,large,serial,serial,1,1,0.20417663600164815,0.0,0.20417663600164815,0.008708447003300535,91.02992613335843,1.0,1.0,0.20417663600164815,1.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.08365860399862868,0.0,0.08365860399862868,0.009764473001268925,408.642779066192,2.440593390788531,2.440593390788531,3.1415160180004023,0.06499302719825317,True,1440,3.112099875579588e-05,1344,2.913799835368991e-05,0.0007141644204691669
load_imbalance,large,optimized,optimized,4,32,0.06901863600069191,0.0,0.06901863600069191,0.009979500002373243,433.76042667082294,2.9582826875860206,2.9582826875860206,3.1268760500024655,0.0652973231866633,True,992,1.9950002752011642e-05,896,2.1517000277526677e-05,0.0006008087877761393
large_payload,large,serial,serial,1,1,0.012123937001888407,0.0,0.012123937001888407,0.0003189569979440421,112.16223911673572,1.0,1.0,0.012123937001888407,1.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.03011908000189578,0.0,0.03011908000189578,0.002336126002774108,591.7662226369786,0.4025334439539751,0.4025334439539751,3.0879764940036694,0.00392617528839065,True,4194688,0.00026811499992618337,640,1.8355000065639615e-05,0.009537874320122734
large_payload,large,optimized,optimized,4,4,0.012211227000079816,0.0,0.012211227000079816,0.0008568250013922807,429.47292127281924,0.9928516603457754,0.9928516603457754,3.0700686410018534,0.003949076851236789,True,4194524,0.0005804140018881299,224,1.0102998203365132e-05,0.04820997938954247
