benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
word_count,large,naive,naive,4,32,0.018981911001901608,0.0,0.018981911001901608,0.00032527599978493527,430.1992848341648,1.1775280159479895,1.1775280159479895,3.209028074004891,0.006965265334396214,True,2751931,0.00018468400230631232,5280,3.7847999919904396e-05,0.011761408150837087
word_count,large,optimized,optimized,4,4,0.016310832997987745,0.0,0.016310832997987745,0.0004051269970659632,374.4418048627282,1.3703611583619322,1.3703611583619322,3.2063569960009772,0.006971067797144227,True,2751767,0.0004854600010730792,2456,2.091599890263751e-05,0.031157084478052766
monte_carlo_pi,large,serial,serial,1,1,0.14450062700052513,0.0,0.14450062700052513,0.001737693000904983,97.62280700215774,1.0,1.0,0.14450062700052513,1.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.0451988619970507,0.0,0.0451988619970507,0.0014024700030859094,392.01771834732745,3.196997017534513,3.196997017534513,3.23524502500004,0.04466450790710151,True,320,1.3738997949985787e-05,432,1.0975996701745316e-05,0.0005408763536689106
monte_carlo_pi,large,optimized,optimized,4,4,0.04209949500000221,0.0,0.04209949500000221,0.0013220369983173441,372.375160483115,3.432360103144172,3.432360103144172,3.2321456580029917,0.04470733756776483,True,144,1.1707998055499047e-05,256,9.117000445257872e-06,0.0005505053837128697
pairwise_distance,large,serial,serial,1,1,0.025770991000172216,0.0,0.025770991000172216,0.0008592230005888268,106.90840792374892,1.0,1.0,0.025770991000172216,1.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.03877853200174286,0.0,0.03877853200174286,0.0007876710005803034,485.66206827704445,0.6645685040118064,0.6645685040118064,3.2288246950047323,0.007981539239352988,True,3476144,0.0003249260007578414,104432,0.00010508400009712204,0.01110627401618532
pairwise_distance,large,optimized,optimized,4,4,0.02892254199832678,0.0,0.02892254199832678,0.0008011240024643485,378.7651596039228,0.8910347853125467,0.8910347853125467,3.2189687050013163,0.008005977492148895,True,3327132,0.0004099850011698436,103176,8.90949995664414e-05,0.017120555979087078
load_imbalance,large,serial,serial,1,1,0.1910056060005445,0.0,0.1910056060005445,0.0013442370000120718,91.82482195802575,1.0,1.0,0.1910056060005445,1.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.06602553099946817,0.0,0.06602553099946817,0.0009021840050991159,382.9255129398301,2.8929052611796946,2.8929052611796946,3.2560716940024577,0.05866136373850997,True,1440,2.778899943223223e-05,1344,2.1844000002602115e-05,0.0007623717931162446
load_imbalance,large,optimized,optimized,4,4,0.17349364300025627,0.0,0.17349364300025627,0.003333471999212634,117.97907165423585,1.1009372026401127,1.1009372026401127,3.3635398060032458,0.0567870805808921,True,544,1.8441001884639263e-05,448,9.807998139876872e-06,0.0001579020336291291
large_payload,large,serial,serial,1,1,0.00996210700031952,0.0,0.00996210700031952,0.0002988010019180365,77.61376545182551,1.0,1.0,0.00996210700031952,1.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.023674682997807395,0.0,0.023674682997807395,0.0014633019964094274,569.0423177193824,0.4207915688350357,0.4207915688350357,3.213720846000797,0.003099866938572626,True,4194688,0.0002465249999659136,640,1.3773998944088817e-05,0.011003948829550199
large_payload,large,optimized,optimized,4,4,0.009474491998844314,0.0,0.009474491998844314,0.00021701500008930452,451.59786067574277,1.0514660840427839,1.0514660840427839,3.199520655001834,0.0031136248440045812,True,4194524,0.0005289889995765407,224,6.207003025338054e-06,0.056488094841091345
