benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
prime_count,large,serial,serial,1,1,0.4191043360006006,0.0,0.4191043360006006,0.013994483997521456,98.00442871627467,1.0,1.0,0.4191043360006006,1.0,True,0,0.0,0,0.0,0.0
prime_count,large,naive,naive,4,32,0.12104791700039641,0.0,0.12104791700039641,0.0018225440035166685,392.94931320364776,3.462301098491667,3.462301098491667,3.2438300579997303,0.1292004601064201,True,864,1.6969999705906957e-05,576,1.2216001778142527e-05,0.00024268074406544687
prime_count,large,optimized,optimized,4,4,0.11828876000072341,0.0,0.11828876000072341,0.0013826159956806805,357.3720128282882,3.543061369466021,3.543061369466021,3.2410709010000573,0.12931044978722395,True,448,1.3638000382343307e-05,160,7.818001904524863e-06,0.00017911253123124981
mandelbrot,large,serial,serial,1,1,0.13199943699873984,0.0,0.13199943699873984,0.001345295000646729,70.19706559835309,1.0,1.0,0.13199943699873984,1.0,True,0,0.0,0,0.0,0.0
mandelbrot,large,naive,naive,4,96,0.061525559998699464,0.0,0.061525559998699464,0.002133553003659472,411.49425095652816,2.1454406429056485,2.1454406429056485,3.1843077009980334,0.041453103592146025,True,2016,2.5293000362580642e-05,165792,0.00038413299989770167,0.006654973972757008
mandelbrot,large,optimized,optimized,4,4,0.0644865590002155,0.0,0.0644865590002155,0.0012979579951206688,238.51508840711512,2.0469294539083522,2.0469294539083522,3.1872686999995494,0.04141459331582508,True,640,1.0874999134102836e-05,156136,0.00017791999925975688,0.0029426597041098475
tiny_tasks,large,serial,serial,1,1,0.10968793199936044,0.0,0.10968793199936044,0.0001732240016281139,93.2028436400967,1.0,1.0,0.10968793199936044,1.0,True,0,0.0,0,0.0,0.0
tiny_tasks,large,naive,naive,4,2000,0.3496438969996234,0.0,0.3496438969996234,0.0037863889992877375,428.3936622593989,0.31371327496523865,0.31371327496523865,3.4724260379989573,0.031588270217720725,True,35744,0.00041569200038793497,40000,0.00039260399717022665,0.0022756581940490605
tiny_tasks,large,optimized,optimized,4,4,0.03379029400093714,0.0,0.03379029400093714,0.0012664690002566203,371.7089928593015,3.246137248652479,3.246137248652479,3.156572435000271,0.03474906223698016,True,5808,1.55849993461743e-05,10064,2.2329000785248354e-05,0.0010975340963851586
word_count,large,serial,serial,1,1,0.022630556999502005,0.0,0.022630556999502005,0.0001928390011016745,104.61741128352696,1.0,1.0,0.022630556999502005,1.0,True,0,0.0,0,0.0,0.0
word_count,large,naive,naive,4,32,0.017981852000957588,0.0,0.017981852000957588,0.0009871510046650656,379.10665448707704,1.2585220364563594,1.2585220364563594,3.1407639930002915,0.007205430605399807,True,2753294,0.0001833220012485981,5280,3.696700150612742e-05,0.012410234529000542
word_count,large,optimized,optimized,4,4,0.014584565000404837,0.0,0.014584565000404837,0.0003568840002117213,345.93615315774196,1.5516785724410587,1.5516785724410587,3.1373667059997388,0.007213232981730982,True,2753130,0.00019593999968492426,2456,2.320400017197244e-05,0.01503164487043741
monte_carlo_pi,large,serial,serial,1,1,0.14291158999913023,0.0,0.14291158999913023,0.0019263249996583909,98.98040512988628,1.0,1.0,0.14291158999913023,1.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.04800039700057823,0.0,0.04800039700057823,0.0009247199996025302,348.0894210973805,2.977300166859217,2.977300166859217,3.170782537999912,0.04507139429665113,True,320,1.4363999071065336e-05,432,1.4743000065209344e-05,0.0005697869726217514
monte_carlo_pi,large,optimized,optimized,4,4,0.04146644700085744,0.0,0.04146644700085744,0.0005073269967397209,398.736614378838,3.4464392378776774,3.4464392378776774,3.1642485880001914,0.04516446354470858,True,144,9.128001693170518e-06,256,2.766800025710836e-05,0.0008235092061155679
pairwise_distance,large,serial,serial,1,1,0.027107465000881348,0.0,0.027107465000881348,0.0004273849990568124,101.24854331370857,1.0,1.0,0.027107465000881348,1.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.040498836999177,0.0,0.040498836999177,0.0005212510041019414,475.56058148981435,0.6693393442738174,0.6693393442738174,3.163280977998511,0.008569414221949052,True,3476144,0.00032834699959494174,104432,0.00012040599904139526,0.01115207331579542
pairwise_distance,large,optimized,optimized,4,4,0.030116633999568876,0.0,0.030116633999568876,0.003313759996672161,385.27883801975565,0.9000828247030991,0.9000828247030991,3.152898774998903,0.008597632507529767,True,3327132,0.000464040000224486,103176,9.025600229506381e-05,0.018109792782477804
load_imbalance,large,serial,serial,1,1,0.18782517400177312,0.0,0.18782517400177312,0.0021878389998164494,94.70625804547176,1.0,1.0,0.18782517400177312,1.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.0653792480006814,0.0,0.0653792480006814,0.0004285360009816941,379.1756491595919,2.872856139303033,2.872856139303033,3.1881613890000153,0.058913320589672385,True,1440,3.073699917877093e-05,1344,2.2305997845251113e-05,0.0008192813604155404
load_imbalance,large,optimized,optimized,4,4,0.17224251000152435,0.0,0.17224251000152435,0.0030843260028632358,118.58021826296223,1.090469327230025,1.090469327230025,3.2950246510008583,0.05700266125314769,True,544,1.850700209615752e-05,448,9.256000339519233e-06,0.00017401628553336552
large_payload,large,serial,serial,1,1,0.010141776998352725,0.0,0.010141776998352725,0.00033258799885516055,77.42728996629907,1.0,1.0,0.010141776998352725,1.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.023919646999274846,0.0,0.023919646999274846,0.0008294330000353511,587.0293913713301,0.4239935898159444,0.4239935898159444,3.146701787998609,0.0032229863780015777,True,4194688,0.000263703001110116,640,1.3957000192021951e-05,0.011536039826254734
