benchmark,scale,mode,selected_mode,workers,task_count,warm_runtime_seconds,cold_start_seconds,total_runtime_seconds,total_runtime_iqr_seconds,cpu_mean_percent,warm_speedup,total_speedup,first_use_total_runtime_seconds,first_use_speedup,correct,input_serialized_bytes,input_serialization_seconds,output_serialized_bytes,output_serialization_seconds,serialization_to_runtime_ratio
word_count,large,naive,naive,4,32,0.018022633998043602,0.0,0.018022633998043602,0.003083913998125354,359.03875357476096,1.332269689362022,1.332269689362022,3.0034573419980006,0.007994456475977794,True,2751632,0.00016374200276914053,5280,3.876000118907541e-05,0.011028243702798713
word_count,large,optimized,optimized,4,4,0.0177076420004596,0.0,0.0177076420004596,0.0023247760036611,327.8178524016927,1.3559687392277169,1.3559687392277169,3.0031423500004166,0.007995294994276791,True,2751468,0.0005254489988146815,2456,2.4149001546902582e-05,0.03121070530311689
monte_carlo_pi,large,serial,serial,1,1,0.14291482000044198,0.0,0.14291482000044198,0.021281806999468245,95.80941795722035,1.0,1.0,0.14291482000044198,1.0,True,0,0.0,0,0.0,0.0
monte_carlo_pi,large,naive,naive,4,16,0.04734190599992871,0.0,0.04734190599992871,0.0016027969977585599,394.9266783120553,3.018780443707889,3.018780443707889,3.0327766139998857,0.04712342456767815,True,320,1.45840022014454e-05,432,1.1566000466700643e-05,0.0005404303479367811
monte_carlo_pi,large,optimized,optimized,4,4,0.04378149699914502,0.0,0.04378149699914502,0.0015840809974179137,362.74115006504934,3.264274403482203,3.264274403482203,3.029216204999102,0.04717881139173569,True,144,1.2150001566624269e-05,256,1.1498999811010435e-05,0.0005654900105332903
pairwise_distance,large,serial,serial,1,1,0.03545545400265837,0.0,0.03545545400265837,0.005383247000281699,101.77740385482272,1.0,1.0,0.03545545400265837,1.0,True,0,0.0,0,0.0,0.0
pairwise_distance,large,naive,naive,4,16,0.04356025099696126,0.0,0.04356025099696126,0.003287781000835821,499.3139424348584,0.8139405350334581,0.8139405350334581,3.0289949589969183,0.011705352594710094,True,3476144,0.0003546840016497299,104432,0.00012586999946506694,0.010990478520589065
pairwise_distance,large,optimized,optimized,4,4,0.034543303001555614,0.0,0.034543303001555614,0.003244931998779066,371.66315463084794,1.0264060156917154,1.0264060156917154,3.0199780110015126,0.011740302039782173,True,3327132,0.0005389760008256417,103176,0.00013814400153933093,0.020449694747303925
load_imbalance,large,serial,serial,1,1,0.19745067400072003,0.0,0.19745067400072003,0.0047151890030363575,113.44569380269331,1.0,1.0,0.19745067400072003,1.0,True,0,0.0,0,0.0,0.0
load_imbalance,large,naive,naive,4,64,0.07045132599887438,0.0,0.07045132599887438,0.0025627319992054254,410.36091912621106,2.8026537641587432,2.8026537641587432,3.0558860339988314,0.0646132322357397,True,1440,2.88480005110614e-05,1344,2.6565001462586224e-05,0.0007677499158133328
load_imbalance,large,optimized,optimized,4,32,0.06512772300266079,0.0,0.06512772300266079,0.0016598619986325502,413.3951080269908,3.031745390402382,3.031745390402382,3.050562431002618,0.06472599019578977,True,992,1.817099837353453e-05,896,1.8996997823705897e-05,0.0005624180069925316
large_payload,large,serial,serial,1,1,0.011673862998577533,0.0,0.011673862998577533,0.0003250720001233276,99.21123689211215,1.0,1.0,0.011673862998577533,1.0,True,0,0.0,0,0.0,0.0
large_payload,large,naive,naive,4,32,0.0297726969984069,0.0,0.0297726969984069,0.00119586800065008,585.5370599657965,0.39209961392487175,0.39209961392487175,3.015207404998364,0.003871661690411598,True,4194688,0.00030686600075569004,640,1.756600249791518e-05,0.01089847525169898
large_payload,large,optimized,optimized,4,4,0.01275777100090636,0.0,0.01275777100090636,0.0008105960005195811,378.4987152895341,0.9150393903251735,0.9150393903251735,2.9981924790008634,0.003893633607695462,True,4194524,0.0006776879999961238,224,8.265000360552222e-06,0.05374536056343477
